Assunto,Quantidade
Vírus da hepatite C:HIV:Bancos de sangue:Testes sorológicos:Reação em cadeia da polimerase em tempo real,1
Usinagem química:Estampagem:Endoscopia:Equipamentos e provisões hospitalares,1
Nanopartículas:Óxidos:Materiais cerâmicos:Vitrocerâmica,1
Eletrodos:Vácuo:Água:Peróxidos:Peróxido de hidrogênio:Geradores de energia,1
Impactos ambientais:Pós-colheita:Raízes e tubérculos alimentícios:Consumo de água:Águas residuárias:Água:Batata,1
Magnesita:Lixiviação:Hidrólise,1
Serigrafia:Tintas,1
Nanotecnologia:Microfabricação:Engenharia tecidual:Biomateriais:Regeneração óssea:Sistemas de liberação de medicamentos,1
Desenvolvimento de produtos:Impressora:Tintas para impressão,1
Materiais compósitos:Polímeros (materiais):Hidróxido de magnésio,1
Indústria automobilística:Telecomunicações:Indústria eletrônica:Serigrafia:Tintas,1
Dispositivos lab-on-a-chip:Sistemas de liberação de medicamentos:Fatores de crescimento:Regeneração óssea:Terapia genética:Microtecnologia:Nanotecnologia:Engenharia tecidual,1
Banco de dados:Redução de custos:Telefone:Engenharia de hardware:Arquitetura de software,1
Banco de dados:Servidores de rede:Telefonia:Redução de custos,1
Sistemas complexos:Análise de dados:Algoritmos,1
Telemetria:Codificação:VHF:Fauna:Monitoramento ambiental,1
Arquitetura de software:Melhoramento genético animal:Bovinos de corte,1
Ácidos:Psoríase:Diester fosfórico hidrolases :Monoester fosfórico hidrolases,1
Treinamento esportivo:Modalidades esportivas:Desempenho atlético:Softwares:Análise de dados,1
Gestão de qualidade:Sistemas de informação:Distribuição de energia elétrica,1
Monitoramento ambiental:Telemetria:Fauna:Animais silvestres,1
Engenharia tecidual:Cápsulas:Fatores de crescimento:Terapia baseada em transplante de células e tecidos,1
Sistemas de informação:Gestão de qualidade:Energia elétrica:Plataforma (computação),1
Fumaricum Acidum:Compostos orgânicos:Psoríase,1
Softwares:Tecnologia:Esportes,1
Engenharia tecidual:Terapêutica:Proteínas:Fatores de crescimento,1
Dióxido de titânio:Cosméticos:Protetores solares:Desenvolvimento de produtos,1
Dermatologia:Protetores solares:Processo sol-gel:Dióxido de titânio:Emulsões cosméticas,1
Desenvolvimento de produtos:Equipamentos de medição:Óptica:Laser:Açúcar,1
Helicópteros:CAD/CAM:Protótipo:Rotor:Integração de tecnologias,1
Óculos,1
Engenharia aeronáutica:Integração de tecnologias:Sistemas aeroespaciais:Helicópteros,1
Energia elétrica:Geração de energia elétrica:Transmissão de energia elétrica:Distribuição de energia elétrica:Sistemas de informação,1
Psicologia clínica:Clínicas de saúde:Gestão da informação:Gestão da informação em saúde,1
Fibra óptica:Desenvolvimento de software:Câmeras de vídeo:Iluminação:Equipamentos e provisões elétricas,1
Psicologia clínica:Administração de serviços de saúde:Análise de dados,1
Softwares:Administração estratégica:Gestão do conhecimento:Tecnologia da informação,1
Microbiologia de alimentos:Contaminação de alimentos:Processos de contagem:Micro-organismos:Alimentos:Leite,1
Sacarose:Infravermelho:Laser:Indústria sucro-alcooleira,1
Banco de dados:Visão computacional:Sistemas distribuídos,1
Ácidos dicarboxílicos:Laminação,1
Holografia:Óptica:Difração da luz,1
Técnicas de diagnóstico molecular:DNA recombinante:Hantavirus:Ensaio de imunoadsorção enzimática,1
Madeira:Serrarias:Habitação:Construção civil:Tratamento de resíduos,1
Descontaminação:Politereftalato de etileno (PET):Garrafas plásticas:Reciclagem:Ultrassom,1
Gesso:Habitação:Construção civil:Placas (engenharia civil):Pisos:Materiais compósitos de fibras:Celulose,1
Colheita:Cana-de-açúcar:Mecanização agrícola:Protótipo,1
Cana-de-açúcar:Colheita,1
Ácidos graxos:Óleos vegetais:Polimerização:Sementes:Seringueira,1
Controle biológico:Pragas de plantas:Formigas cortadeiras:Saúva,1
Controle fitossanitário:Insetos nocivos:Formigas cortadeiras,1
Síntese química:Resinas compostas:Ácidos graxos:Óleos essenciais:Seringueira:São Paulo,1
Indústria moveleira:Reciclagem:Polímeros (materiais):Resíduos industriais:Desenvolvimento sustentável,1
Construção civil:Habitação:Madeira,1
Genealogia:Técnicas de genotipagem:Melhoramento genético animal:Testes genéticos,1
Embalagens plásticas:Garrafas plásticas:Reciclagem,1
Óptica:Reconhecimento de objetos:Reconhecimento de padrões,1
Diagnóstico clínico:DNA recombinante:Hantavirus:Síndrome pulmonar por Hantavirus,1
Materiais nanoestruturados:Hidrotermalismo:Síntese química:Cristalização,1
Controle da qualidade:Revestimentos (construção civil):Cerâmica (materiais de construção):Visão computacional:Processamento digital de imagens:Reconhecimento de padrões,1
Visão computacional:Controle da qualidade:Materiais cerâmicos:Processamento de imagens:Reconhecimento de padrões,1
Nanotecnologia:Nanopartículas:Materiais nanoestruturados:Propriedades dos materiais,1
Nanopartículas:Polímeros (materiais):Pigmentos:Resinas,1
Aeronaves:Usinagem,1
Comércio eletrônico:Processamento de dados:Segurança da informação:Crédito,1
Arquitetura de software:Dispositivos móveis:Comércio eletrônico:Cartão magnético,1
Cerâmica (materiais de construção):Entulho:Reciclagem,1
Controle biológico de vetores:Pragas de plantas:Fungos entomopatogênicos:Metarhizium anisopliae,1
"Usinagem:Aeronaves:Gráficos de controle:Técnicas, medidas, equipamentos de medição",1
Materiais cerâmicos:Reciclagem de resíduos urbanos:Entulho:Argilas,1
Controle biológico:Controle de pragas:Inseticidas biológicos:Metarhizium:Virulência,1
Desinfecção:Eletrólise:Endoscopia:Endoscópios:Gastroenterologia,1
Viveiros:Produção de mudas:Manejo florestal,1
Estações de bombeamento:Poços:Petróleo,1
Produção de mudas:Recursos florestais:Silvicultura:Sistemas de informação,1
Aluminato de cálcio:Materiais cerâmicos:Terras raras:Dopagem eletrônica:Tubos,1
Acionamento de máquinas elétricas:Engenharia de petróleo:Bombeio centrífugo submerso:Petróleo,1
Alumina:Terras raras:Dopagem eletrônica,1
Metalurgia do pó:Materiais porosos:Aço inoxidável:Atomização:Água,1
Clima:Orquídea:Phalaenopsis:Estufas:Produção vegetal:Brasil,1
Tubérculos:Batata:Controle cultural (fitossanidade):Fertirrigação:Vírus de plantas,1
Dispositivos móveis:Telefonia móvel:Sistema de posicionamento global (GPS):Pesquisa científica,1
"Produção de substâncias, produtos e materiais:Carbono vítreo",1
Indústria farmacêutica:Química verde:Síntese enzimática:Antibióticos:Penicilina G,1
Materiais magnéticos:Permeabilidade:Transformadores e reatores:Aço,1
Bataticultura:Batata:Sementes:Fertirrigação:Virologia,1
Forno a vácuo:Carbono vítreo:Compostos orgânicos:Carbonização,1
Controle da qualidade:Sangue:Radioterapia,1
Ampicilina:Síntese enzimática:Biomateriais:Catalisadores:Preparações farmacêuticas:Antibacterianos,1
Imobilização de enzimas:Enzimas proteolíticas:Papaína:Bromelaínas:Frutas tropicais:Mamão:Abacaxi:Cosméticos:Microesferas,1
Capital intelectual:Competência profissional:Desempenho no trabalho:Gestão do conhecimento:Educação a distância,1
Floricultura:Floração:Estufas:Orquídea:Controle da produção,1
Animais domésticos:Biodiversidade:Ehrlichia canis:Erliquiose canina,1
Doença enxerto-hospedeiro:Controle da qualidade:Irradiação:Sangue:Linfócitos T,1
Fluorescência:Análise genética:DNA:Óptica:Moléculas bioativas,1
Análise de sequência de DNA,1
Técnicas de laboratório clínico:Angiotensinas:LED:Fluorometria:Peptidil dipeptidase A,1
Automação:Linux:Software livre:Pequenas e médias empresas,1
Aço carbono:Alumínio:Corrosão:Poliuretanos,1
Revestimento de superfícies:Poliuretanos:Ureia:Corrosão:Oceanos e mares,1
Instrumento de medida:Fluorescência:Peptidil dipeptidase A:LED,1
Automação:Linux:Software livre,1
Middleware:Jogos eletrônicos:Arquitetura de software:Comunidade virtual,1
Displays:Polímeros (materiais),1
Glicemia:Automonitorização da glicemia:Telemedicina:Diabetes mellitus:Sistemas computadorizados de registros médicos,1
Planejamento energético:Geração de energia elétrica:Geração distribuída:Células de combustível:Hidrogênio:Etanol:Balanço de energia,1
Medicamento:Anti-infecciosos:Antibacterianos:Infusões parenterais,1
Displays:Outdoor,1
Telemedicina:Automonitorização da glicemia:Diabetes mellitus:Insulinoterapia:Hipoglicemiantes,1
Eletrônica embarcada:Motores elétricos:Tecnologia biomédica:Desenvolvimento de software:Linux:Instrumentos odontológicos:Odontologia,1
Gérbera:Biologia molecular vegetal:Variedades vegetais:Técnica de amplificação ao acaso de DNA polimórfico:Melhoramento genético vegetal,1
Medicina nuclear:Equipamentos e provisões hospitalares:Calibragem,1
Diodos:Redes neurais (computação):LED:Semicondutores:Indústria automobilística,1
Instrumentação biomédica:Ósseointegração:Eletrônica embarcada:Linguagem de programação:Sistemas de controle,1
Metodologia e técnicas de computação:Regras de negócio,1
Iogurte:Corantes naturais:Beterraba:Precipitação química,1
Modelagem molecular,1
Geossintéticos:Drenagem do solo,1
Corrosão:Hidrogênio:Impedância elétrica:Indústrias:Refinarias:Petróleo,1
Sensores:Infravermelho:Lentes:Reconhecimento de padrões,1
Microeletrônica:Sensores piezoelétricos:Sensores inteligentes:Transdutores de pressão,1
Dispositivos ópticos:Processamento de sinais:Filtros ópticos:Polímeros condutores:Eletrocromismo,1
Fluxo dos gases:Hidrogênio:Corrosão:Eletroquímica,1
Modelagem molecular:Biologia computacional:Inteligência artificial:Anticorpos:Antígenos:Algoritmos evolutivos,1
Microeletrônica:Sensores inteligentes:Transdutores de pressão,1
Polímeros condutores:Dispositivos ópticos,1
Processamento digital de imagens:Câmeras fotográficas:Imagem digital:Fotogrametria:Calibragem:Modelos matemáticos:Algoritmos para imagens,1
Laparoscopia:Inovações tecnológicas:Equipamentos e provisões:Análise de imagens,1
Ventilação pulmonar:Impedância elétrica,1
Produção de mudas:Banana:Reatores biológicos:Micropropagação vegetal,1
Estereolitografia:Infravermelho:Ferramentas de prototipagem:CAD/CAM:Impressão tridimensional,1
Inovações tecnológicas:Administração da produção:Softwares:Aquicultura:Piscicultura:Peixes,1
Engenharia aeronáutica:Operação de aeronaves:Decolagem:Aterrissagem,1
Dispositivos móveis:Código aberto:Software livre:Linux:Java:Bluetooth,1
Aeroportos:Meteorologia aeronáutica e marítima:Decolagem:Voo (engenharia de aeronaves),1
Engenharia de software,1
Tomografia,1
Piscicultura,1
Laparoscopia:Cirurgia vídeoassistida,1
Resistência à doença:Doenças de plantas:Sigatoka negra:Banana:Micropropagação vegetal:Reatores biológicos,1
Fotogrametria:Calibração:Câmeras fotográficas:Imagens:Sensores digitais:Mapeamento,1
Laser:Estereolitografia:Polímeros (materiais):Prototipagem rápida:Modelagem tridimensional,1
Erliquiose canina:Kit de reagentes para diagnóstico:Técnica indireta de fluorescência para anticorpo:Técnicas imunoenzimáticas:ELISA em animal:Modelos animais,1
Redes de distribuição de energia elétrica:Desenvolvimento de software:Banda larga:Internet,1
Receptores acoplados a proteínas G:Anticorpos,1
Porta-enxertos:Pós-colheita:Pêssego,1
Planejamento territorial urbano:Gestão ambiental:Poluição:Desenvolvimento de software,1
Dispositivos ópticos:Redes locais de computadores:Hardware:Desenvolvimento de software,1
Desenvolvimento de novos materiais:Materiais compósitos:Vitrocerâmica:Materiais dentários,1
Injeção (engenharia):Modelos matemáticos:Células de combustível,1
Esterilização:Homogeneização:Inoculação:Inoculantes agrícolas:Cogumelos comestíveis:Cultivos agrícolas:Cultura axênica,1
Estação espacial,1
Reciclagem de resíduos perigosos,1
Testes imunológicos:ELISA em animal,1
Bombas de calor,1
Poluição,1
Reciclagem:Resíduos industriais,1
Softwares:Geoprocessamento,1
Porta-enxertos,1
Cerâmica vermelha,1
Equipamentos periféricos:Dispositivos ópticos:Modem,1
Aquecimento:Bombas de calor:Eficiência:Economia:Energia elétrica,1
Análise genética animal:Genética quantitativa:Avestruzes:Estrutiocultura:São Paulo,1
Cerâmica vermelha:Construção civil:Tecnologia:Controle da temperatura:Fornos:Estufas,1
Abastecimento de água:Sistemas de coleta de esgotos sanitários:Hidráulica (mecânica dos líquidos):Modelos matemáticos:Softwares:Sistema de informação geográfica (SIG),1
Tratamento de resíduos:Resíduos sólidos:Combustíveis gasosos:Reatores químicos:Tocha de plasma,1
Bioengenharia:Simulação por computador:Bombas de fluxo:Atuadores piezoelétricos,1
Interface gráfica:Tempo-real:Desenvolvimento de software:Ambientes de programação:Programação paralela:Sistemas operacionais:Código fonte,1
Voo (engenharia de aeronaves):Foguetes:Inovações tecnológicas,1
Lâmpadas fluorescentes:Mercúrio (elemento químico):Reciclagem:Descontaminação:Fósforo,1
Química farmacêutica:Cultura de células:Toxicidade:Xenobiótico:Antineoplásicos:Morte celular,1
Iogurte,1
Melhoramento genético animal:Avestruzes,1
Refratários,1
Vitrocerâmica:Prótese dentária,1
Citotoxicidade,1
Quinasas de receptores acoplados a proteína-G,1
Bombas de fluxo:Atuadores piezoelétricos:Método dos elementos finitos:Modelagem computacional:Estudos de viabilidade,1
Umidificadores:Células de combustível,1
Materiais cerâmicos:Bactericidas:Resistência à corrosão:Revestimentos cerâmicos:Materiais metálicos:Resinas:Propriedades dos materiais,1
Abastecimento de água:Georreferenciamento:Qualidade da água:Análise química:Investigação laboratorial:Telemetria:Indicadores de qualidade,1
Desenvolvimento de software:Medição de velocidade:Tempo-real:Nadadores:Natação:Treinamento esportivo,1
Fibra óptica:Polimento:Lapidação:Máquinas elétricas,1
Qualidade da água,1
Peneira molecular,1
Hormônio folículo estimulante,1
Materiais cerâmicos:Filmes finos:Propriedades dos materiais,1
Geometria computacional:Desenvolvimento de software:Procedimentos cirúrgicos oftalmológicos,1
Biotecnologia:Hormônio foliculoestimulante:DNA recombinante:Cultura de células:Mamíferos:Cromatografia,1
Eletrostática:Semicondutores (físico-química):Correias:Indústria têxtil,1
Oxigênio:Adsorção (química):Desenvolvimento de produtos:Equipamentos e provisões:Zeolitas,1
Kit de reagentes para diagnóstico:Leptospira:Leptospirose:Sorologia,1
Telefonia:Processamento de voz:Deficiência auditiva,1
Telemetria:Wireless:Infraestrutura urbana:Redes de monitoramento,1
Agricultura de precisão:Colhedoras:Cana-de-açúcar:Produtividade:Manejo e tratos culturais,1
Poluição do mar:Radar,1
Maquinaria,1
Processamento de voz:Deficiência auditiva:Telefonia,1
Desenvolvimento de software:Material Requirement Planning:Programação por restrições:Sistemas de tempo-real,1
Instrumentação analítica,1
Sistemas e processos construtivos,1
Condutividade térmica:Temperatura ambiente:Concentração de íons de hidrogênio:Algoritmos:Sensores de temperatura,1
Planejamento territorial urbano,1
Efluentes:Metais pesados:Prata:Eletrólise:Potenciometria,1
Genética de populações:Animais silvestres:Microssatélites marcadores,1
Tratamento de águas residuárias:Metais pesados,1
Dispositivo de identificação por radiofrequência:Bovinos,1
Agricultura de precisão:Cana-de-açúcar:Colhedoras,1
Corrosão:Ecologia:Materiais compósitos:Fibra de vidro,1
Desidratação de alimentos:Frutas:Legumes:Equipamentos elétricos:Dispositivos eletrônicos,1
Tratamento térmico,1
Aço inoxidável,1
Neoplasias cutâneas:Visão computacional:Telemedicina:Biometria,1
Amplificadores:Amplificadores de baixo ruído:Osciladores:Televisão paga,1
Polímeros (materiais):Cana-de-açúcar:Embalagens plásticas:Plásticos biodegradáveis:Desenvolvimento de produtos:Qualidade do produto:Ácido 3-hidroxibutírico,1
Atomização:Alumínio:Ligas,1
Geoprocessamento:Rastreamento:Telefonia:Gestão de desastres:Emergências:Polícia militar,1
Dosimetria:Proteção radiológica:Radiação ionizante:Monitoramento de radiação:Calibração:Controle da qualidade,1
Quelato:Saccharomyces:Saccharomyces cerevisiae:Hidrolisados de proteína:Hidrólise enzimática:Suplementos minerais para animais,1
